Date,Equipment.Id,Failure.Equipment.Type,Op.Amperage,Op.Temperature,Op.Voltage,Rotor Speed,Op.Voltage_mu,Op.Amperage_mu,Op.Temperature_mu,Op.Voltage_sigma,Op.Amperage_sigma,Op.Temperature_sigma,z_Voltage,z_Amperage,z_Temperature,z_composite,alert_level
2025/5/18 0:00,CNC_001,0,27.414278,83.006012,223.040607,300.0,289.31239459999995,28.9748539,89.7261666,45.27454138824378,3.374193595072176,6.071472550610328,-1.4637760111515656,-0.4625033674058107,-1.1068409753947523,1.892523849386662,Watch
2025/5/18 0:00,CNC_002,0,23.392089,84.664427,222.542191,330.0,246.6197291,27.1013579,75.9569133,25.99996929355983,6.5902550323402584,11.78549687511486,-0.9260602513851424,-0.5628414806100163,0.738832973464697,1.3115838837716305,Normal
2025/5/18 0:00,CNC_003,0,28.837703,72.713346,228.126364,270.0,227.88531333333333,34.729312,69.25100633333334,1.6420180308271113,5.163452346914128,3.2371357898877666,0.1468014736386574,-1.1410212788195953,1.0695688693326968,1.5708143740197977,Watch
2025/5/18 0:00,CNC_004,0,29.03826,82.88874,229.221487,292.0,156.24943869999998,31.220704,70.6492351,42.292439563617016,3.0509836478994763,6.880407992917336,1.7254159148288006,-0.7153247122456906,1.7788923146126359,2.579381202940308,Alarm
2025/5/18 0:00,CNC_005,0,29.514392,88.310187,228.488078,313.0,197.86119100000002,26.990233500000002,103.80499625,26.097620316683653,4.30749415418141,10.702852539412385,1.1735509455787763,0.5859923216726189,-1.447727060887892,1.953592195355827,Watch
2025/5/18 0:00,CNC_006,0,22.836042,70.275171,221.944235,269.0,251.59159359999998,17.6450604,79.02511799999999,30.18149364466096,2.6672412247722743,7.623904257458014,-0.9823025642484908,1.9461987733948587,-1.14769896164953,2.463700651431546,Warning
2025/5/18 0:00,CNC_007,0,27.394239,76.291067,222.76605,302.0,230.25417042857143,28.017348285714288,72.5816542857143,24.538103072869042,3.84008309498031,6.250009055086894,-0.30516297068010867,-0.16226453186099193,0.5935051744071645,0.6868060927383031,Normal
2025/5/18 0:00,CNC_008,0,22.31536,86.954713,225.900361,298.0,238.61305899999996,28.089420999999998,67.93236920000001,28.525285809047475,5.11426133471081,14.917431835956117,-0.4456641761663901,-1.1290117227313137,1.2751755133983336,1.7604989684613561,Watch
2025/5/18 0:00,CNC_009,0,26.303148,73.468393,220.065072,252.0,175.3426272857143,25.285371571428573,67.50298957142857,48.75015958062472,2.273765457341476,11.053310487767089,0.9173804783207357,0.4476171565036562,0.5396938261323122,1.1546503742543606,Normal
2025/5/18 0:00,CNC_010,0,28.506663,78.901318,224.681633,338.0,161.014378,26.15153433333333,80.93291016666667,32.57651144235734,2.325298043841922,2.161085101260236,1.9543914366845676,1.0128287308819388,-0.9400796689968143,2.3935784319606173,Warning
2025/5/18 0:00,CNC_011,0,20.166076,87.487968,225.998957,266.0,259.03957844444443,26.05935677777778,61.64360933333334,37.61269241124061,3.155136674564939,11.841128517762394,-0.8784434010517738,-1.8678369229727272,2.1825925314380794,3.0040285847443124,Alarm
