Date,Equipment.Id,Failure.Equipment.Type,Op.Amperage,Op.Temperature,Op.Voltage,Rotor Speed
2025/5/18 0:00,CNC_001,0,27.414278,83.006012,223.040607,300
2025/5/18 0:00,CNC_002,0,23.392089,84.664427,222.542191,330
2025/5/18 0:00,CNC_003,0,28.837703,72.713346,228.126364,270
2025/5/18 0:00,CNC_004,0,29.03826,82.88874,229.221487,292
2025/5/18 0:00,CNC_005,0,29.514392,88.310187,228.488078,313
2025/5/18 0:00,CNC_006,0,22.836042,70.275171,221.944235,269
2025/5/18 0:00,CNC_007,0,27.394239,76.291067,222.76605,302
2025/5/18 0:00,CNC_008,0,22.31536,86.954713,225.900361,298
2025/5/18 0:00,CNC_009,0,26.303148,73.468393,220.065072,252
2025/5/18 0:00,CNC_010,0,28.506663,78.901318,224.681633,338
2025/5/18 0:00,CNC_011,0,20.166076,87.487968,225.998957,266
2025/5/18 0:00,CNC_012,0,23.871787,89.842468,222.018737,311
2025/5/18 0:00,CNC_013,0,25.0783,78.182353,220.636507,294
2025/5/18 0:00,CNC_014,0,22.428833,76.434129,222.136776,264
2025/5/18 0:00,CNC_015,0,27.828509,87.700945,220.891574,254
2025/5/18 0:00,CNC_016,1,24.948444,78.933294,225.342888,291
2025/5/18 0:00,CNC_017,0,23.46844,73.198102,225.71659,283
2025/5/18 0:00,CNC_018,0,21.962335,74.660178,225.994677,284
2025/5/18 0:00,CNC_019,0,23.589619,84.156217,226.160862,295
2025/5/18 0:00,CNC_020,0,24.357908,73.229673,220.779985,288
2025/5/18 0:00,CNC_021,0,24.104193,85.945,221.655435,330
2025/5/18 0:00,CNC_022,0,27.554981,85.317828,229.213253,258
2025/5/18 0:00,CNC_023,0,24.870629,83.054492,228.651685,263
2025/5/18 0:00,CNC_024,0,27.513956,84.072032,223.3533,325
2025/5/18 0:00,CNC_025,0,25.292526,84.034501,222.977578,296
2025/5/18 0:00,CNC_026,0,24.551396,85.792801,229.017628,341
2025/5/18 0:00,CNC_027,0,27.980536,84.32704,225.131286,296
2025/5/18 0:00,CNC_028,0,24.473333,85.489036,227.158814,346
2025/5/18 0:00,CNC_029,2,27.285962,84.32101,225.971654,332
2025/5/18 0:00,CNC_030,0,20.175427,77.967806,221.44224,276
2025/5/18 0:00,CNC_031,0,24.187416,84.152421,223.070628,297
2025/5/18 0:00,CNC_032,0,24.85867,72.017507,224.635849,268
2025/5/18 0:00,CNC_033,0,26.933443,83.396596,223.744689,269
2025/5/18 0:00,CNC_034,0,24.386221,85.022526,220.472854,268
2025/5/18 0:00,CNC_035,0,23.410908,88.071099,225.968794,323
2025/5/18 0:00,CNC_036,0,27.801624,72.132335,220.353142,254
2025/5/18 0:00,CNC_037,0,24.7324,83.183402,223.054462,257
2025/5/18 0:00,CNC_038,0,21.878723,78.457464,220.962267,261
2025/5/18 0:00,CNC_039,0,25.207151,85.197485,220.615592,270
2025/5/18 0:00,CNC_040,0,23.040919,87.54101,223.924822,312
2025/5/18 0:00,CNC_041,0,28.101106,88.589034,228.457862,251
2025/5/18 0:00,CNC_042,0,24.526851,83.334507,225.713684,285
2025/5/18 0:00,CNC_043,0,20.807983,74.462569,225.474351,328
2025/5/18 0:00,CNC_044,0,24.5946,85.157395,228.355637,295
2025/5/18 0:00,CNC_045,0,25.860838,84.381156,226.859926,342
2025/5/18 0:00,CNC_046,0,27.003508,84.68011,221.49861,288
2025/5/18 0:00,CNC_047,0,27.872144,83.347254,225.561154,307
2025/5/18 0:00,CNC_048,0,26.430971,84.360673,226.718985,296
2025/5/18 0:00,CNC_049,0,25.073705,89.371532,222.803962,309
2025/5/18 0:00,CNC_050,0,20.147622,74.896092,226.832198,327
2025/5/18 0:00,CNC_051,0,22.264782,81.503,221.429029,338
2025/5/18 0:00,CNC_052,0,29.1174,76.509498,220.335245,263
2025/5/18 0:00,CNC_053,0,24.473004,85.099733,222.630106,331
2025/5/18 0:00,CNC_054,0,24.604839,85.094904,225.978378,295
2025/5/18 0:00,CNC_055,0,26.007271,85.382446,220.136172,337
2025/5/18 0:00,CNC_056,0,25.45231,85.429243,224.961385,291
2025/5/18 0:00,CNC_057,0,25.212544,85.811118,229.492435,253
2025/5/18 0:00,CNC_058,0,24.122467,85.430667,223.730083,278
2025/5/18 0:00,CNC_059,0,27.922136,85.411111,226.464093,255
2025/5/18 0:00,CNC_060,0,27.223652,84.224942,224.758196,341
2025/5/18 0:00,CNC_061,0,25.954521,83.582277,221.305448,296
2025/5/18 0:00,CNC_062,0,25.570198,85.371327,228.607573,260
2025/5/18 0:00,CNC_063,0,26.44129,79.372113,222.690146,324
2025/5/18 0:00,CNC_064,0,27.635247,83.600033,225.357021,292
2025/5/18 0:00,CNC_065,0,28.647813,73.804992,229.60179,286
2025/5/18 0:00,CNC_066,0,20.291948,84.207362,225.230032,283
2025/5/18 0:00,CNC_067,0,27.967637,83.055327,228.884151,328
2025/5/18 0:00,CNC_068,0,27.589036,82.050113,220.346345,313
2025/5/18 0:00,CNC_069,0,25.871222,85.971223,229.077933,349
2025/5/18 0:00,CNC_070,0,29.139552,70.043682,222.815073,336
2025/5/18 0:00,CNC_071,0,22.837953,87.099292,228.093318,344
2025/5/18 0:00,CNC_072,0,26.458823,83.184219,225.808958,326
2025/5/18 0:00,CNC_073,0,25.306972,85.032186,225.961754,257
2025/5/18 0:00,CNC_074,0,23.39522,79.268094,228.196326,290
2025/5/18 0:00,CNC_075,0,24.812448,84.625774,226.420554,329
2025/5/18 0:00,CNC_076,0,20.25542,82.335762,227.897588,333
2025/5/18 0:00,CNC_077,0,24.698688,83.28542,226.411663,271
2025/5/18 0:00,CNC_078,0,25.732494,85.694863,224.106171,280
2025/5/18 0:00,CNC_079,0,24.989475,83.289546,227.557074,303
2025/5/18 0:00,CNC_080,0,26.703343,85.160596,229.316279,314
2025/5/18 0:00,CNC_081,0,25.914316,78.41636,222.937965,332
2025/5/18 0:00,CNC_082,0,26.786411,84.515665,222.322179,280
2025/5/18 0:00,CNC_083,0,29.357946,74.9107,229.541223,340
2025/5/18 0:00,CNC_084,0,27.672548,83.244735,221.989731,288
2025/5/18 0:00,CNC_085,0,25.314475,82.448119,226.960308,259
2025/5/18 0:00,CNC_086,0,27.216245,79.287341,224.544757,259
2025/5/18 0:00,CNC_087,0,20.488065,76.824944,222.153667,343
2025/5/18 0:00,CNC_088,0,29.811791,78.059001,229.943053,345
2025/5/18 0:00,CNC_089,0,26.49326,78.597291,220.852654,290
2025/5/18 0:00,CNC_090,0,29.759475,81.03419,223.40169,334
2025/5/18 0:00,CNC_091,0,24.935334,89.131579,222.029899,343
2025/5/18 0:00,CNC_092,0,28.893616,76.877313,220.087222,350
2025/5/18 0:00,CNC_093,0,23.395289,85.801273,227.594134,261
2025/5/18 0:00,CNC_094,0,25.797537,89.172459,223.491623,331
2025/5/18 0:00,CNC_095,0,29.782639,83.381729,227.484657,251
2025/5/18 0:00,CNC_096,1,26.971531,77.56787,229.006218,315
2025/5/18 0:00,CNC_097,0,24.405668,89.003358,227.369557,328
2025/5/18 0:00,CNC_098,0,23.425449,70.801826,220.661793,307
2025/5/18 0:00,CNC_099,0,25.597862,87.706002,223.522587,263
2025/5/18 0:00,CNC_100,0,27.201701,73.065371,225.577504,296
2025/5/18 0:14,CNC_001,0,24.946993,87.156313,243.114262,300
2025/5/18 0:14,CNC_002,7,21.286801,80.431205,222.542191,303.6
2025/5/18 0:14,CNC_003,6,30.567965,73.44048,248.657737,283.5
2025/5/18 0:14,CNC_004,3,27.586347,76.257641,224.637057,274.48
2025/5/18 0:14,CNC_005,7,31.285256,81.245372,223.918316,306.74
2025/5/18 0:14,CNC_006,4,22.379321,71.680674,228.602562,252.86
2025/5/18 0:14,CNC_007,4,25.2027,75.528157,229.449031,280.86
2025/5/18 0:14,CNC_008,8,22.31536,85.215618,232.677372,312.9
2025/5/18 0:14,CNC_009,2,26.829211,69.794973,237.670278,226.8
2025/5/18 0:14,CNC_010,3,26.22613,85.213424,213.447552,351.52
2025/5/18 0:14,CNC_011,6,19.561094,87.487968,203.399061,258.02
2025/5/18 0:14,CNC_012,0,23.871787,92.537742,208.697613,338.99
2025/5/18 0:14,CNC_013,4,25.830649,83.655117,200.779221,282.24
2025/5/18 0:14,CNC_014,3,20.410238,81.020177,244.350453,269.28
2025/5/18 0:14,CNC_015,0,29.49822,90.331973,238.5629,276.86
2025/5/18 0:14,CNC_016,0,26.694836,74.197296,207.315457,270.63
2025/5/18 0:14,CNC_017,2,22.295018,68.806215,230.230922,285.83
2025/5/18 0:14,CNC_018,0,21.303465,73.913576,244.074251,301.04
2025/5/18 0:14,CNC_019,0,23.353723,76.582157,230.684079,303.85
2025/5/18 0:14,CNC_020,2,25.088646,68.103596,216.364385,290.88
2025/5/18 0:14,CNC_021,3,25.550445,78.20995,215.005772,297
2025/5/18 0:14,CNC_022,1,30.034929,88.730541,233.797518,273.48
2025/5/18 0:14,CNC_023,6,26.114161,88.037761,251.516853,236.7
2025/5/18 0:14,CNC_024,5,29.990212,87.434913,214.419168,344.5
2025/5/18 0:14,CNC_025,4,24.53375,76.471396,229.666906,275.28
2025/5/18 0:14,CNC_026,0,24.060368,77.213521,245.048862,320.54
2025/5/18 0:14,CNC_027,0,30.218979,90.229933,240.890476,296
2025/5/18 0:14,CNC_028,8,23.739133,80.359694,243.059931,335.62
2025/5/18 0:14,CNC_029,0,27.285962,80.104959,248.56882,325.36
2025/5/18 0:14,CNC_030,0,18.964902,79.527162,225.871085,267.72
2025/5/18 0:14,CNC_031,3,26.364283,92.567663,240.916279,299.97
2025/5/18 0:14,CNC_032,5,26.847363,78.499083,202.172264,254.6
2025/5/18 0:14,CNC_033,1,28.010781,90.90229,234.931923,255.55
2025/5/18 0:14,CNC_034,6,25.117807,93.524778,209.449211,249.24
2025/5/18 0:14,CNC_035,7,22.94269,88.071099,246.305986,352.07
2025/5/18 0:14,CNC_036,8,29.747738,69.968365,211.539017,241.3
2025/5/18 0:14,CNC_037,6,22.25916,84.015236,225.285007,236.44
2025/5/18 0:14,CNC_038,0,22.972659,82.380337,234.220003,266.22
2025/5/18 0:14,CNC_039,0,22.686435,80.085636,213.997125,259.2
2025/5/18 0:14,CNC_040,6,21.197646,87.54101,221.685573,280.8
2025/5/18 0:14,CNC_041,2,27.258073,93.018486,246.734491,256.02
2025/5/18 0:14,CNC_042,8,22.319434,75.001057,216.685137,302.1
2025/5/18 0:14,CNC_043,0,22.680702,78.930323,218.710121,357.52
2025/5/18 0:14,CNC_044,4,26.316222,89.415265,230.639193,280.25
2025/5/18 0:14,CNC_045,3,26.636663,92.819272,238.202922,345.42
2025/5/18 0:14,CNC_046,4,25.113262,81.292906,241.433485,299.52
2025/5/18 0:14,CNC_047,7,27.593423,90.015034,216.538708,316.21
2025/5/18 0:14,CNC_048,4,27.223901,90.26592,233.520555,272.32
2025/5/18 0:14,CNC_049,9,23.82002,88.477816,213.891803,330.63
2025/5/18 0:14,CNC_050,3,18.334336,71.151287,206.4173,327
2025/5/18 0:14,CNC_051,6,24.045965,89.6533,221.429029,361.66
2025/5/18 0:14,CNC_052,4,32.02914,80.334972,237.962064,276.15
2025/5/18 0:14,CNC_053,8,26.186114,82.546741,211.498601,337.62
2025/5/18 0:14,CNC_054,9,25.589033,86.796802,239.537081,286.15
2025/5/18 0:14,CNC_055,0,24.706908,88.797743,231.142981,330.26
2025/5/18 0:14,CNC_056,0,26.470403,82.012074,213.713316,279.36
2025/5/18 0:14,CNC_057,3,23.195541,87.52734,245.556905,265.65
